Station                           ,                 sea_reg,              sealev_dvr,               sealev_ln,                      tw
9006601 (Ballum Sluse)            ,                   44860,                       0,                       0,                       0
9006701 (Ribe Kammersluse I)      ,                   44430,                       0,                       0,                       0
9006703 (Ribe Kammersluse II)     ,                   44430,                       0,                       0,                       0
9006801 (Havneby Havn I)          ,                   44861,                       0,                       0,                       0
9006802 (Havneby Havn II)         ,                       0,                       0,                       0,                       0
9006901 (Brøns Sluse I)           ,                   45191,                       0,                       0,                       0
9006902 (Brøns Sluse II)          ,                   45191,                       0,                       0,                       0
9007101 (Mandø I)                 ,                   45189,                       0,                       0,                       0
9007102 (Mandø II)                ,                   45189,                       0,                       0,                       0
9010101 (Haderslev Havn I)        ,                   44921,                       0,                       0,                       0
9010102 (Haderslev Havn II)       ,                   44921,                       0,                       0,                       0
9010201 (Sønderborg Havn I)       ,                   45102,                       0,                       0,                       0
9010202 (Sønderborg Havn II)      ,                   45101,                       0,                       0,                       0
9020101 (Bogense Havn I)          ,                   45127,                       0,                       0,                       0
9020102 (Bogense Havn II)         ,                   45127,                       0,                       0,                       0
9020201 (Assens Havn I)           ,                   45153,                       0,                       0,                       0
9020202 (Assens Havn II)          ,                   45153,                       0,                       0,                       0
9020301 (Fåborg Havn I)           ,                   45045,                       0,                       0,                       0
9020302 (Fåborg Havn II)          ,                   45045,                       0,                       0,                       0
9020401 (Kerteminde Havn I)       ,                       0,                       0,                       0,                       0
9020402 (Kerteminde Havn II)      ,                       0,                       0,                       0,                       0
9030101 (Karrebæksminde I)        ,                   45011,                       0,                       0,                       0
9030102 (Karrebæksminde II)       ,                   45011,                       0,                       0,                       0
9030201 (Kalvehave I)             ,                   45022,                       0,                       0,                       0
9030202 (Kalvehave II)            ,                   45022,                       0,                       0,                       0
9030301 (Hesnæs Havn I)           ,                       0,                       0,                       0,                       0
9030302 (Hesnæs Havn II)          ,                       0,                       0,                       0,                       0
9030401 (Rønne Havn I)            ,                       0,                       0,                       0,                       0
9030402 (Rønne Havn II)           ,                       0,                       0,                       0,                       0
9030501 (Bandholm Havn I)         ,                       0,                       0,                       0,                       0
9030502 (Bandholm Havn II)        ,                       0,                       0,                       0,                       0
