Station                           ,                 sea_reg,              sealev_dvr,               sealev_ln,                      tw
9006501 (Vidåslusen/Højer)        ,                   52556,                       0,                       0,                       0
9006601 (Ballum Sluse)            ,                   52555,                       0,                       0,                       0
9006701 (Ribe Kammersluse I)      ,                   52557,                       0,                       0,                       0
9006703 (Ribe Kammersluse II)     ,                   52557,                       0,                       0,                       0
9006801 (Havneby Havn I)          ,                   52554,                       0,                       0,                       0
9006802 (Havneby Havn II)         ,                   52557,                       0,                       0,                   52557
9006901 (Brøns Sluse I)           ,                   52557,                       0,                       0,                       0
9006902 (Brøns Sluse II)          ,                   52556,                       0,                       0,                       0
9007101 (Mandø I)                 ,                   52557,                       0,                       0,                       0
9007102 (Mandø II)                ,                   52557,                       0,                       0,                       0
9010101 (Haderslev Havn I)        ,                   52541,                       0,                       0,                       0
9010102 (Haderslev Havn II)       ,                   52541,                       0,                       0,                       0
9010201 (Sønderborg Havn I)       ,                   52557,                       0,                       0,                       0
9010202 (Sønderborg Havn II)      ,                   52557,                       0,                       0,                       0
9020101 (Bogense Havn I)          ,                   52557,                       0,                       0,                       0
9020102 (Bogense Havn II)         ,                   52557,                       0,                       0,                       0
9020201 (Assens Havn I)           ,                   52557,                       0,                       0,                       0
9020202 (Assens Havn II)          ,                   52557,                       0,                       0,                       0
9020301 (Fåborg Havn I)           ,                   52124,                       0,                       0,                       0
9020302 (Fåborg Havn II)          ,                   52124,                       0,                       0,                       0
9020401 (Kerteminde Havn I)       ,                   48864,                       0,                       0,                   48021
9020402 (Kerteminde Havn II)      ,                   48958,                       0,                       0,                       0
9030101 (Karrebæksminde I)        ,                   52554,                       0,                       0,                       0
9030102 (Karrebæksminde II)       ,                   52554,                       0,                       0,                       0
9030201 (Kalvehave I)             ,                   52553,                       0,                       0,                       0
9030202 (Kalvehave II)            ,                   52553,                       0,                       0,                       0
9030301 (Hesnæs Havn I)           ,                   52546,                       0,                       0,                   52546
9030302 (Hesnæs Havn II)          ,                   52546,                       0,                       0,                       0
9030401 (Rønne Havn I)            ,                   52554,                       0,                       0,                   52554
9030402 (Rønne Havn II)           ,                   52554,                       0,                       0,                       0
9030501 (Bandholm Havn I)         ,                   40695,                       0,                       0,                   40695
9030502 (Bandholm Havn II)        ,                   40686,                       0,                       0,                       0
