Station                           ,                 sea_reg,              sealev_dvr,               sealev_ln,                      tw
  29392 (Korsør Havn)             ,                       0,                       0,                       0,                       0
  29393 (Korsør Havn I)           ,                   52086,                   52086,                   52086,                       0
  29394 (Korsør Havn II)          ,                   52086,                       0,                       0,                   52084
  30017 (Hornbæk Havn)            ,                   52368,                   52368,                   52368,                   52368
  30018 (Hornbæk Havn)            ,                       0,                       0,                       0,                       0
  30202 (Vedbæk Havn I)           ,                   52137,                   52137,                       0,                       0
  30203 (Vedbæk Havn II)          ,                   52128,                       0,                       0,                   52124
  30336 (Københavns Havn)         ,                   51467,                   51467,                   51467,                   51350
  30337 (Københavns Havn)         ,                       0,                       0,                       0,                       0
  30338 (Københavns Havn)         ,                       0,                       0,                       0,                       0
  30339 (Københavns Havn)         ,                       0,                       0,                       0,                       0
  30357 (Drogden Fyr)             ,                   52444,                   52444,                       0,                       0
  30361 (Dragør Havn I)           ,                   52502,                   52502,                       0,                       0
  30363 (Dragør Havn II)          ,                   52501,                       0,                       0,                   52501
  30407 (Roskilde Havn I)         ,                   52102,                   52102,                       0,                       0
  30409 (Roskilde Havn II)        ,                   52095,                       0,                       0,                   52091
  30478 (Køge Havn I)             ,                   52369,                   52369,                       0,                       0
  30479 (Køge Havn II)            ,                   52365,                       0,                       0,                   52365
  31063 (Rødvig Havn)             ,                   52009,                   52009,                       0,                       0
  31572 (Rødbyhavns Havn)         ,                       0,                       0,                       0,                       0
  31573 (Rødbyhavns Havn I)       ,                   51364,                   51364,                   51364,                       0
  31574 (Rødbyhavns Havn II)      ,                   52190,                       0,                       0,                   52188
  31616 (Gedser Havn I)           ,                   52134,                   52134,                   52134,                       0
  31618 (Gedser Havn)             ,                       0,                       0,                       0,                       0
  31623 (Gedser Havn II)          ,                   52128,                       0,                       0,                   52126
  32048 (Tejn Havn)               ,                   52514,                   52514,                   52514,                   52514
9004201 (Thyborøn Havn)           ,                   50084,                       0,                       0,                       0
9004203 (Thyborøn Kyst)           ,                   49586,                       0,                       0,                       0
9004303 (Ferring)                 ,                   52406,                       0,                       0,                       0
9005101 (Thorsminde Havn)         ,                   50106,                       0,                       0,                       0
9005103 (Thorsminde Kyst I)       ,                   52409,                       0,                       0,                   52409
9005104 (Thorsminde Kyst II)      ,                       0,                       0,                       0,                       0
9005110 (Thorsminde Fjord)        ,                   51671,                       0,                       0,                       0
9005113 (Felsted Kog/Klosterhul)  ,                   52418,                       0,                       0,                       0
9005201 (Hvide Sande Havn)        ,                   49527,                       0,                       0,                       0
9005203 (Hvide Sande Kyst)        ,                   51820,                       0,                       0,                   51820
9005210 (Hvide Sande Fjord)       ,                   51115,                       0,                       0,                       0
9005212 (Ringkøbing Havn)         ,                   52345,                       0,                       0,                       0
9005213 (Bork Havn)               ,                   52372,                       0,                       0,                       0
9006401 (Esbjerg Havn)            ,                  117677,                       0,                       0,                       0
9006501 (Vidåslusen/Højer)        ,                   52408,                       0,                       0,                       0
9006601 (Ballum Sluse)            ,                   52413,                       0,                       0,                       0
9006701 (Ribe Kammersluse I)      ,                   52053,                       0,                       0,                       0
9006703 (Ribe Kammersluse II)     ,                   49519,                       0,                       0,                       0
9006801 (Havneby Havn I)          ,                   52406,                       0,                       0,                       0
9006802 (Havneby Havn II)         ,                   50077,                       0,                       0,                   50077
9006901 (Brøns Sluse I)           ,                   52410,                       0,                       0,                       0
9006902 (Brøns Sluse II)          ,                   49867,                       0,                       0,                       0
9007101 (Mandø I)                 ,                   52419,                       0,                       0,                       0
9007102 (Mandø II)                ,                   49898,                       0,                       0,                       0
9010101 (Haderslev Havn I)        ,                   50552,                       0,                       0,                       0
9010102 (Haderslev Havn II)       ,                   48279,                       0,                       0,                       0
9010201 (Sønderborg Havn I)       ,                   52205,                       0,                       0,                       0
9010202 (Sønderborg Havn II)      ,                   49626,                       0,                       0,                       0
9020101 (Bogense Havn I)          ,                   52116,                       0,                       0,                       0
9020102 (Bogense Havn II)         ,                   49571,                       0,                       0,                       0
9020201 (Assens Havn I)           ,                   52364,                       0,                       0,                       0
9020202 (Assens Havn II)          ,                   49769,                       0,                       0,                       0
9020301 (Fåborg Havn I)           ,                   52156,                       0,                       0,                       0
9020302 (Fåborg Havn II)          ,                   49562,                       0,                       0,                       0
9020401 (Kerteminde Havn I)       ,                   52389,                       0,                       0,                   52389
9020402 (Kerteminde Havn II)      ,                   50056,                       0,                       0,                       0
9030101 (Karrebæksminde I)        ,                   52402,                       0,                       0,                       0
9030102 (Karrebæksminde II)       ,                   49841,                       0,                       0,                       0
9030201 (Kalvehave I)             ,                   48131,                       0,                       0,                       0
9030202 (Kalvehave II)            ,                   45832,                       0,                       0,                       0
9030301 (Hesnæs Havn I)           ,                   52398,                       0,                       0,                   52398
9030302 (Hesnæs Havn II)          ,                   50276,                       0,                       0,                       0
9030401 (Rønne Havn I)            ,                   52408,                       0,                       0,                   52408
9030402 (Rønne Havn II)           ,                   50038,                       0,                       0,                       0
9030501 (Bandholm Havn I)         ,                   52417,                       0,                       0,                   52417
9030502 (Bandholm Havn II)        ,                   50169,                       0,                       0,                       0
