Station                           ,                 sea_reg,              sealev_dvr,               sealev_ln,                      tw
9006601 (Ballum Sluse)            ,                   35096,                       0,                       0,                       0
9006701 (Ribe Kammersluse I)      ,                   34050,                       0,                       0,                       0
9006703 (Ribe Kammersluse II)     ,                    5572,                       0,                       0,                       0
9006801 (Havneby Havn I)          ,                   35101,                       0,                       0,                       0
9006802 (Havneby Havn II)         ,                       0,                       0,                       0,                       0
9006901 (Brøns Sluse I)           ,                    5684,                       0,                       0,                       0
9006902 (Brøns Sluse II)          ,                    5684,                       0,                       0,                       0
9007101 (Mandø I)                 ,                    5684,                       0,                       0,                       0
9007102 (Mandø II)                ,                    5684,                       0,                       0,                       0
9010101 (Haderslev Havn I)        ,                    1635,                       0,                       0,                       0
9010102 (Haderslev Havn II)       ,                    1635,                       0,                       0,                       0
9010201 (Sønderborg Havn I)       ,                    1583,                       0,                       0,                       0
9010202 (Sønderborg Havn II)      ,                    1583,                       0,                       0,                       0
9020101 (Bogense Havn I)          ,                    3092,                       0,                       0,                       0
9020102 (Bogense Havn II)         ,                    3092,                       0,                       0,                       0
9020201 (Assens Havn I)           ,                    3862,                       0,                       0,                       0
9020202 (Assens Havn II)          ,                    3862,                       0,                       0,                       0
9020301 (Fåborg Havn I)           ,                    3175,                       0,                       0,                       0
9020302 (Fåborg Havn II)          ,                    3175,                       0,                       0,                       0
9020401 (Kerteminde Havn I)       ,                       0,                       0,                       0,                       0
9020402 (Kerteminde Havn II)      ,                       0,                       0,                       0,                       0
9030101 (Karrebæksminde I)        ,                    2310,                       0,                       0,                       0
9030102 (Karrebæksminde II)       ,                    2310,                       0,                       0,                       0
9030201 (Kalvehave I)             ,                    2506,                       0,                       0,                       0
9030202 (Kalvehave II)            ,                    2506,                       0,                       0,                       0
9030301 (Hesnæs Havn I)           ,                       0,                       0,                       0,                       0
9030302 (Hesnæs Havn II)          ,                       0,                       0,                       0,                       0
9030401 (Rønne Havn I)            ,                       0,                       0,                       0,                       0
9030402 (Rønne Havn II)           ,                       0,                       0,                       0,                       0
9030501 (Bandholm Havn I)         ,                       0,                       0,                       0,                       0
9030502 (Bandholm Havn II)        ,                       0,                       0,                       0,                       0
