Station                           ,                 sea_reg,              sealev_dvr,               sealev_ln,                      tw
  30357 (Drogden Fyr)             ,                   51985,                   51985,                       0,                       0
  30361 (Dragør Havn I)           ,                   52623,                   52623,                       0,                       0
  30363 (Dragør Havn II)          ,                   52607,                       0,                       0,                   52604
  30407 (Roskilde Havn I)         ,                   51696,                   51696,                       0,                       0
  30409 (Roskilde Havn II)        ,                   51730,                       0,                       0,                   51709
  30478 (Køge Havn I)             ,                   52293,                   52293,                       0,                       0
  30479 (Køge Havn II)            ,                   52204,                       0,                       0,                   52192
  31063 (Rødvig Havn)             ,                   51939,                   51939,                       0,                       0
  31572 (Rødbyhavns Havn)         ,                       0,                       0,                       0,                       0
  31573 (Rødbyhavns Havn I)       ,                   52049,                   52049,                   52049,                       0
  31574 (Rødbyhavns Havn II)      ,                   51893,                       0,                       0,                   51882
  31616 (Gedser Havn I)           ,                   51830,                   51830,                   51830,                       0
  31618 (Gedser Havn)             ,                       0,                       0,                       0,                       0
  31623 (Gedser Havn II)          ,                   51731,                       0,                       0,                   51709
  32048 (Tejn Havn)               ,                   51616,                   51616,                   51616,                   51616
9004201 (Thyborøn Havn)           ,                   49562,                       0,                       0,                       0
9004203 (Thyborøn Kyst)           ,                   51565,                       0,                       0,                       0
9004303 (Ferring)                 ,                   51554,                       0,                       0,                       0
9005101 (Thorsminde Havn)         ,                   49528,                       0,                       0,                       0
9005103 (Thorsminde Kyst I)       ,                   51568,                       0,                       0,                   51568
9005104 (Thorsminde Kyst II)      ,                       0,                       0,                       0,                       0
9005110 (Thorsminde Fjord)        ,                   50734,                       0,                       0,                       0
9005113 (Felsted Kog/Klosterhul)  ,                   50816,                       0,                       0,                       0
9005201 (Hvide Sande Havn)        ,                   49161,                       0,                       0,                       0
9005203 (Hvide Sande Kyst)        ,                   51536,                       0,                       0,                   51536
9005210 (Hvide Sande Fjord)       ,                   50564,                       0,                       0,                       0
9005212 (Ringkøbing Havn)         ,                   51492,                       0,                       0,                       0
9005213 (Bork Havn)               ,                   51480,                       0,                       0,                       0
9006401 (Esbjerg Havn)            ,                   51579,                       0,                       0,                       0
9006501 (Vidåslusen/Højer)        ,                   51560,                       0,                       0,                       0
9006601 (Ballum Sluse)            ,                   51557,                       0,                       0,                       0
9006701 (Ribe Kammersluse I)      ,                   51533,                       0,                       0,                       0
9006703 (Ribe Kammersluse II)     ,                   48713,                       0,                       0,                       0
9006801 (Havneby Havn I)          ,                   51556,                       0,                       0,                       0
9006802 (Havneby Havn II)         ,                   49213,                       0,                       0,                   49213
9006901 (Brøns Sluse I)           ,                   51542,                       0,                       0,                       0
9006902 (Brøns Sluse II)          ,                   48607,                       0,                       0,                       0
9007101 (Mandø I)                 ,                   51539,                       0,                       0,                       0
9007102 (Mandø II)                ,                   48749,                       0,                       0,                       0
9010101 (Haderslev Havn I)        ,                   51573,                       0,                       0,                       0
9010102 (Haderslev Havn II)       ,                   49597,                       0,                       0,                       0
9010201 (Sønderborg Havn I)       ,                   51548,                       0,                       0,                       0
9010202 (Sønderborg Havn II)      ,                   48847,                       0,                       0,                       0
9020101 (Bogense Havn I)          ,                   42089,                       0,                       0,                       0
9020102 (Bogense Havn II)         ,                   39418,                       0,                       0,                       0
9020201 (Assens Havn I)           ,                   49316,                       0,                       0,                       0
9020202 (Assens Havn II)          ,                   46934,                       0,                       0,                       0
9020301 (Fåborg Havn I)           ,                   42235,                       0,                       0,                       0
9020302 (Fåborg Havn II)          ,                   39713,                       0,                       0,                       0
9020401 (Kerteminde Havn I)       ,                   51215,                       0,                       0,                   51215
9020402 (Kerteminde Havn II)      ,                   48501,                       0,                       0,                       0
9030101 (Karrebæksminde I)        ,                   51551,                       0,                       0,                       0
9030102 (Karrebæksminde II)       ,                   49000,                       0,                       0,                       0
9030201 (Kalvehave I)             ,                   49046,                       0,                       0,                       0
9030202 (Kalvehave II)            ,                   46652,                       0,                       0,                       0
9030301 (Hesnæs Havn I)           ,                   51566,                       0,                       0,                   51566
9030302 (Hesnæs Havn II)          ,                   49608,                       0,                       0,                       0
9030401 (Rønne Havn I)            ,                   51573,                       0,                       0,                   51573
9030402 (Rønne Havn II)           ,                   49590,                       0,                       0,                       0
9030501 (Bandholm Havn I)         ,                   51571,                       0,                       0,                   51571
9030502 (Bandholm Havn II)        ,                   49542,                       0,                       0,                       0
